estimateactive,loweractive5,upperactive95,estimateinactive,lowerinactive5,upperinactive95,estimate2xmonth,lower2xmonth5,upper2xmoonth95
0.63,0.6,0.66,0.22,0.17,0.26,0.82,0.8,0.84
0.66,0.64,0.69,0.2,0.15,0.24,0.83,0.82,0.85
0.67,0.64,0.69,0.2,0.15,0.24,0.83,0.82,0.85
0.62,0.59,0.64,0.23,0.18,0.27,0.81,0.79,0.83
0.68,0.66,0.7,0.19,0.14,0.23,0.85,0.83,0.86
0.63,0.6,0.66,0.23,0.18,0.27,0.79,0.77,0.81
0.61,0.59,0.64,0.25,0.21,0.29,0.78,0.76,0.79
0.6,0.57,0.62,0.26,0.22,0.3,0.78,0.76,0.8
0.63,0.6,0.67,0.22,0.17,0.26,0.81,0.79,0.84
0.63,0.61,0.66,0.22,0.17,0.26,0.83,0.81,0.85
0.62,0.59,0.64,0.24,0.19,0.28,0.8,0.78,0.82
0.56,0.53,0.59,0.29,0.24,0.32,0.73,0.7,0.75
0.62,0.58,0.65,0.24,0.2,0.29,0.79,0.76,0.81
0.58,0.55,0.61,0.27,0.22,0.31,0.75,0.73,0.77
0.6,0.57,0.64,0.25,0.2,0.29,0.79,0.77,0.81
0.52,0.49,0.55,0.32,0.28,0.36,0.69,0.67,0.71
0.52,0.49,0.55,0.34,0.3,0.38,0.68,0.66,0.71
0.53,0.5,0.56,0.31,0.26,0.35,0.71,0.69,0.74
0.53,0.49,0.56,0.32,0.27,0.36,0.71,0.69,0.73
0.59,0.56,0.62,0.24,0.2,0.29,0.78,0.76,0.8
0.54,0.5,0.57,0.3,0.26,0.34,0.74,0.71,0.76
0.51,0.48,0.54,0.33,0.29,0.37,0.7,0.67,0.72
0.54,0.51,0.57,0.27,0.22,0.31,0.76,0.73,0.78
0.55,0.52,0.58,0.28,0.24,0.32,0.75,0.73,0.78
0.59,0.55,0.63,0.24,0.19,0.29,0.79,0.76,0.82
0.53,0.49,0.56,0.3,0.26,0.34,0.71,0.69,0.74
0.63,0.6,0.67,0.2,0.15,0.25,0.83,0.8,0.85
0.65,0.62,0.69,0.19,0.14,0.24,0.83,0.81,0.85
0.63,0.57,0.68,0.21,0.15,0.27,0.81,0.77,0.84
0.62,0.59,0.64,0.23,0.19,0.28,0.8,0.78,0.82
0.61,0.58,0.64,0.25,0.2,0.29,0.79,0.76,0.81
0.63,0.59,0.66,0.25,0.2,0.3,0.75,0.72,0.78
0.65,0.62,0.68,0.2,0.15,0.25,0.83,0.81,0.85
0.65,0.62,0.68,0.21,0.16,0.26,0.79,0.76,0.81
0.64,0.61,0.67,0.22,0.17,0.27,0.82,0.8,0.83
0.64,0.61,0.68,0.23,0.18,0.27,0.77,0.75,0.79
0.61,0.57,0.65,0.27,0.22,0.31,0.74,0.71,0.77
0.57,0.53,0.61,0.29,0.24,0.33,0.73,0.7,0.76
0.62,0.58,0.65,0.25,0.2,0.3,0.78,0.75,0.81
0.61,0.58,0.65,0.24,0.19,0.29,0.8,0.78,0.82
0.49,0.45,0.52,0.38,0.34,0.42,0.66,0.62,0.69
0.61,0.56,0.65,0.26,0.21,0.31,0.77,0.74,0.8
0.62,0.57,0.66,0.24,0.18,0.29,0.79,0.76,0.82
0.6,0.56,0.63,0.27,0.22,0.31,0.76,0.74,0.78
0.64,0.6,0.68,0.22,0.17,0.27,0.81,0.78,0.83
0.63,0.58,0.67,0.22,0.17,0.27,0.8,0.76,0.82
0.59,0.55,0.63,0.24,0.19,0.29,0.77,0.74,0.8
0.59,0.54,0.63,0.23,0.17,0.28,0.79,0.76,0.82
0.53,0.49,0.57,0.31,0.26,0.35,0.71,0.68,0.74
0.6,0.55,0.64,0.23,0.18,0.28,0.8,0.77,0.83
0.63,0.59,0.67,0.22,0.16,0.26,0.83,0.8,0.86
0.64,0.59,0.68,0.2,0.15,0.25,0.83,0.8,0.85
0.58,0.53,0.63,0.25,0.2,0.3,0.79,0.75,0.83
0.67,0.62,0.72,0.18,0.12,0.23,0.85,0.82,0.88
0.67,0.64,0.69,0.2,0.15,0.24,0.85,0.83,0.87
0.69,0.66,0.71,0.19,0.14,0.23,0.85,0.84,0.87
0.71,0.69,0.74,0.17,0.11,0.21,0.87,0.86,0.89
0.73,0.71,0.76,0.15,0.1,0.2,0.89,0.87,0.9
0.67,0.64,0.7,0.18,0.13,0.22,0.85,0.83,0.86
0.61,0.58,0.63,0.24,0.19,0.28,0.79,0.78,0.81
0.7,0.66,0.73,0.16,0.11,0.21,0.86,0.83,0.88
0.66,0.62,0.69,0.21,0.15,0.25,0.83,0.8,0.85
0.61,0.58,0.63,0.26,0.21,0.3,0.76,0.74,0.78
0.56,0.53,0.58,0.31,0.27,0.35,0.72,0.69,0.74
0.6,0.57,0.62,0.3,0.26,0.34,0.71,0.69,0.73
0.55,0.53,0.58,0.3,0.25,0.33,0.73,0.72,0.75
0.62,0.6,0.65,0.24,0.19,0.28,0.79,0.78,0.81
0.65,0.62,0.67,0.23,0.18,0.27,0.83,0.81,0.84
0.6,0.58,0.63,0.26,0.22,0.3,0.77,0.76,0.79
0.59,0.57,0.61,0.29,0.25,0.33,0.77,0.75,0.78
0.54,0.51,0.56,0.34,0.3,0.37,0.73,0.71,0.75
0.54,0.51,0.57,0.3,0.26,0.34,0.78,0.76,0.8
0.52,0.49,0.54,0.34,0.3,0.38,0.73,0.71,0.75
0.52,0.5,0.55,0.31,0.28,0.35,0.71,0.69,0.73
0.47,0.44,0.49,0.39,0.35,0.42,0.66,0.64,0.68
0.52,0.49,0.55,0.3,0.26,0.34,0.74,0.72,0.76
0.51,0.49,0.53,0.32,0.28,0.36,0.71,0.7,0.73
0.51,0.48,0.53,0.34,0.31,0.38,0.71,0.69,0.72
0.48,0.45,0.5,0.35,0.31,0.39,0.67,0.65,0.69
0.54,0.52,0.56,0.31,0.27,0.35,0.72,0.71,0.74
0.58,0.55,0.6,0.28,0.23,0.31,0.76,0.74,0.78
0.57,0.55,0.59,0.29,0.24,0.33,0.76,0.74,0.77
0.53,0.48,0.58,0.34,0.28,0.4,0.71,0.67,0.75
0.55,0.5,0.59,0.32,0.27,0.37,0.73,0.69,0.77
0.58,0.53,0.62,0.29,0.24,0.34,0.78,0.74,0.8
0.64,0.58,0.69,0.23,0.17,0.28,0.83,0.79,0.86
0.63,0.59,0.67,0.25,0.2,0.3,0.79,0.76,0.82
0.63,0.58,0.67,0.26,0.2,0.3,0.79,0.76,0.82
0.62,0.56,0.69,0.24,0.17,0.3,0.8,0.75,0.84
0.64,0.58,0.69,0.22,0.16,0.27,0.82,0.78,0.85
0.52,0.47,0.57,0.35,0.3,0.4,0.68,0.64,0.73
0.59,0.54,0.63,0.28,0.23,0.33,0.79,0.76,0.82
0.56,0.51,0.61,0.3,0.25,0.35,0.72,0.68,0.76
0.57,0.51,0.63,0.29,0.23,0.35,0.75,0.7,0.79
0.58,0.53,0.63,0.27,0.21,0.32,0.75,0.71,0.79
0.54,0.49,0.59,0.35,0.29,0.4,0.71,0.66,0.74
0.58,0.55,0.61,0.27,0.22,0.31,0.75,0.72,0.77
0.57,0.54,0.6,0.27,0.23,0.31,0.77,0.75,0.79
0.61,0.58,0.64,0.26,0.21,0.31,0.81,0.8,0.83
0.66,0.64,0.69,0.23,0.17,0.27,0.82,0.81,0.84
0.57,0.53,0.6,0.31,0.26,0.35,0.75,0.72,0.78
0.6,0.57,0.64,0.25,0.2,0.29,0.78,0.76,0.81
0.55,0.51,0.59,0.32,0.28,0.36,0.71,0.68,0.73
0.58,0.52,0.62,0.27,0.22,0.32,0.77,0.73,0.8
0.63,0.6,0.66,0.23,0.18,0.27,0.79,0.77,0.82
0.63,0.6,0.66,0.23,0.18,0.27,0.8,0.78,0.82
0.6,0.56,0.63,0.25,0.2,0.29,0.8,0.78,0.83
0.62,0.59,0.66,0.23,0.18,0.27,0.79,0.77,0.82
0.6,0.57,0.63,0.27,0.23,0.31,0.74,0.72,0.77
0.61,0.58,0.64,0.27,0.23,0.31,0.74,0.72,0.76
0.59,0.56,0.62,0.29,0.24,0.33,0.73,0.71,0.75
0.68,0.66,0.71,0.18,0.13,0.23,0.86,0.84,0.87
0.69,0.67,0.72,0.18,0.12,0.22,0.84,0.83,0.86
0.67,0.64,0.7,0.21,0.16,0.25,0.82,0.8,0.84
0.63,0.6,0.65,0.22,0.18,0.26,0.82,0.8,0.83
0.71,0.68,0.73,0.16,0.11,0.21,0.87,0.85,0.89
0.65,0.63,0.68,0.2,0.16,0.24,0.84,0.82,0.86
0.7,0.67,0.72,0.17,0.12,0.22,0.86,0.84,0.87
0.69,0.67,0.72,0.17,0.12,0.22,0.85,0.83,0.86
0.61,0.58,0.64,0.24,0.19,0.28,0.79,0.77,0.81
0.7,0.67,0.72,0.17,0.12,0.21,0.85,0.83,0.86
0.63,0.61,0.66,0.22,0.18,0.26,0.8,0.78,0.82
0.63,0.61,0.66,0.2,0.15,0.24,0.81,0.8,0.83
0.58,0.56,0.6,0.25,0.21,0.29,0.75,0.74,0.77
0.69,0.65,0.73,0.16,0.11,0.21,0.86,0.83,0.88
0.74,0.71,0.77,0.13,0.07,0.18,0.89,0.87,0.9
0.76,0.72,0.79,0.13,0.08,0.18,0.87,0.85,0.89
0.7,0.66,0.74,0.17,0.12,0.22,0.85,0.83,0.87
0.65,0.61,0.69,0.22,0.16,0.26,0.8,0.76,0.82
0.66,0.62,0.71,0.19,0.13,0.24,0.83,0.8,0.85
0.75,0.71,0.77,0.13,0.07,0.18,0.88,0.86,0.9
0.64,0.61,0.68,0.21,0.16,0.26,0.81,0.79,0.83
0.65,0.61,0.69,0.21,0.16,0.26,0.82,0.79,0.84
0.61,0.58,0.64,0.24,0.19,0.28,0.79,0.76,0.81
0.56,0.51,0.6,0.3,0.25,0.34,0.73,0.69,0.76
0.47,0.42,0.52,0.36,0.31,0.41,0.63,0.58,0.67
0.58,0.54,0.62,0.28,0.23,0.33,0.73,0.7,0.76
0.61,0.57,0.65,0.24,0.19,0.29,0.77,0.74,0.8
0.56,0.53,0.59,0.29,0.25,0.33,0.71,0.69,0.74
0.55,0.52,0.58,0.32,0.28,0.36,0.71,0.68,0.74
0.59,0.55,0.62,0.26,0.22,0.3,0.76,0.74,0.79
0.66,0.61,0.7,0.21,0.15,0.26,0.82,0.79,0.85
0.52,0.48,0.55,0.36,0.31,0.4,0.65,0.62,0.68
0.64,0.6,0.68,0.22,0.16,0.27,0.79,0.75,0.81
0.57,0.54,0.6,0.29,0.25,0.33,0.72,0.69,0.74
0.68,0.65,0.72,0.19,0.14,0.24,0.83,0.81,0.85
0.63,0.59,0.67,0.22,0.17,0.27,0.81,0.78,0.83
0.69,0.65,0.72,0.17,0.12,0.22,0.84,0.82,0.87
0.63,0.6,0.66,0.23,0.18,0.28,0.81,0.79,0.83
0.65,0.62,0.68,0.23,0.18,0.27,0.81,0.78,0.83
0.66,0.62,0.7,0.2,0.14,0.25,0.83,0.8,0.85
0.65,0.61,0.68,0.22,0.17,0.27,0.8,0.78,0.83
0.62,0.58,0.65,0.26,0.21,0.3,0.77,0.75,0.8
0.65,0.61,0.68,0.23,0.18,0.27,0.8,0.78,0.83
0.66,0.62,0.69,0.2,0.15,0.25,0.83,0.81,0.85
0.63,0.6,0.66,0.24,0.19,0.28,0.78,0.75,0.8
0.61,0.57,0.65,0.26,0.21,0.3,0.76,0.73,0.79
0.67,0.63,0.71,0.2,0.14,0.25,0.83,0.8,0.86
0.63,0.58,0.67,0.22,0.16,0.27,0.82,0.79,0.85
0.66,0.63,0.69,0.21,0.17,0.26,0.83,0.81,0.85
0.64,0.61,0.67,0.22,0.17,0.26,0.81,0.79,0.83
0.6,0.57,0.63,0.26,0.21,0.3,0.78,0.76,0.8
0.61,0.58,0.64,0.23,0.18,0.27,0.82,0.8,0.84
0.63,0.6,0.66,0.23,0.18,0.27,0.82,0.81,0.84
0.62,0.59,0.65,0.24,0.19,0.28,0.81,0.79,0.83
0.63,0.6,0.65,0.21,0.16,0.26,0.85,0.83,0.86
0.65,0.62,0.68,0.2,0.15,0.24,0.85,0.83,0.87
0.59,0.56,0.63,0.27,0.23,0.32,0.76,0.74,0.79
0.61,0.57,0.65,0.25,0.2,0.3,0.77,0.73,0.8
0.58,0.53,0.62,0.29,0.24,0.34,0.74,0.71,0.77
0.57,0.53,0.61,0.28,0.24,0.33,0.74,0.7,0.77
0.56,0.52,0.6,0.28,0.23,0.32,0.75,0.72,0.78
0.47,0.42,0.51,0.36,0.32,0.41,0.65,0.61,0.69
0.57,0.54,0.6,0.26,0.22,0.3,0.78,0.75,0.8
0.64,0.6,0.67,0.24,0.19,0.29,0.78,0.75,0.81
0.61,0.56,0.66,0.24,0.18,0.29,0.79,0.75,0.82
0.65,0.62,0.69,0.23,0.17,0.27,0.79,0.77,0.81
0.71,0.67,0.75,0.18,0.13,0.23,0.84,0.81,0.86
0.65,0.61,0.68,0.23,0.17,0.27,0.81,0.79,0.84
0.6,0.56,0.63,0.27,0.23,0.31,0.78,0.75,0.8
0.67,0.64,0.7,0.21,0.16,0.26,0.83,0.8,0.85
0.61,0.57,0.64,0.29,0.24,0.33,0.74,0.71,0.77
0.64,0.61,0.67,0.26,0.21,0.3,0.77,0.74,0.79
0.67,0.64,0.7,0.24,0.2,0.29,0.78,0.75,0.8
0.57,0.54,0.61,0.31,0.27,0.35,0.73,0.7,0.76
0.62,0.59,0.65,0.26,0.22,0.31,0.76,0.73,0.78
0.71,0.68,0.74,0.17,0.12,0.22,0.84,0.82,0.86
0.78,0.76,0.8,0.13,0.08,0.18,0.87,0.86,0.89
0.8,0.77,0.82,0.13,0.07,0.17,0.88,0.86,0.89
0.6,0.56,0.63,0.29,0.24,0.33,0.76,0.74,0.79
0.74,0.71,0.77,0.16,0.11,0.21,0.87,0.85,0.88
0.69,0.66,0.72,0.18,0.13,0.23,0.84,0.82,0.86
0.75,0.72,0.79,0.15,0.09,0.2,0.86,0.84,0.88
0.65,0.62,0.68,0.23,0.19,0.28,0.8,0.78,0.82
0.65,0.61,0.68,0.24,0.19,0.28,0.79,0.76,0.81
0.66,0.62,0.69,0.21,0.16,0.26,0.81,0.78,0.83
0.57,0.54,0.6,0.31,0.26,0.35,0.72,0.7,0.75
0.58,0.54,0.61,0.29,0.24,0.33,0.73,0.7,0.75
0.68,0.63,0.72,0.19,0.13,0.24,0.82,0.79,0.85
0.58,0.53,0.62,0.28,0.23,0.33,0.71,0.68,0.75
0.68,0.63,0.73,0.21,0.15,0.27,0.83,0.79,0.86
0.46,0.42,0.5,0.41,0.37,0.45,0.58,0.54,0.61
0.47,0.43,0.51,0.39,0.34,0.43,0.62,0.59,0.65
0.49,0.45,0.53,0.36,0.31,0.41,0.64,0.6,0.67
0.56,0.52,0.6,0.28,0.23,0.33,0.73,0.7,0.76
0.54,0.49,0.59,0.3,0.25,0.35,0.7,0.66,0.74
0.67,0.63,0.71,0.21,0.15,0.26,0.82,0.79,0.85
0.69,0.65,0.73,0.18,0.12,0.24,0.86,0.83,0.88
0.65,0.62,0.67,0.23,0.18,0.27,0.82,0.8,0.84
0.65,0.61,0.68,0.21,0.16,0.25,0.83,0.81,0.85
0.56,0.53,0.6,0.3,0.26,0.34,0.74,0.72,0.77
0.64,0.6,0.68,0.23,0.18,0.28,0.81,0.79,0.84
0.54,0.5,0.58,0.31,0.27,0.36,0.72,0.68,0.75
0.63,0.59,0.66,0.24,0.19,0.29,0.81,0.78,0.83
0.5,0.46,0.54,0.37,0.33,0.41,0.64,0.6,0.67
0.69,0.65,0.73,0.18,0.12,0.23,0.84,0.81,0.86
0.6,0.56,0.63,0.26,0.22,0.31,0.75,0.72,0.78
0.67,0.64,0.71,0.21,0.16,0.26,0.8,0.77,0.83
0.62,0.59,0.65,0.25,0.2,0.29,0.79,0.77,0.81
0.5,0.46,0.54,0.36,0.31,0.4,0.64,0.61,0.68
0.59,0.55,0.62,0.27,0.23,0.32,0.72,0.69,0.75
0.52,0.48,0.56,0.34,0.3,0.39,0.66,0.63,0.69
0.67,0.63,0.7,0.23,0.18,0.27,0.78,0.75,0.81
0.7,0.66,0.74,0.18,0.12,0.23,0.84,0.81,0.87
0.71,0.68,0.73,0.2,0.15,0.24,0.84,0.83,0.86
0.67,0.64,0.7,0.22,0.17,0.27,0.82,0.8,0.83
0.69,0.65,0.72,0.19,0.13,0.23,0.84,0.82,0.86
0.7,0.66,0.73,0.19,0.14,0.24,0.84,0.82,0.86
0.63,0.6,0.65,0.25,0.2,0.29,0.8,0.78,0.81
0.69,0.66,0.71,0.2,0.14,0.24,0.84,0.82,0.85
0.68,0.64,0.71,0.21,0.16,0.26,0.84,0.82,0.86
0.67,0.64,0.7,0.2,0.15,0.25,0.81,0.79,0.83
0.6,0.57,0.64,0.28,0.23,0.32,0.75,0.73,0.78
0.58,0.55,0.61,0.27,0.22,0.31,0.75,0.72,0.77
0.63,0.6,0.66,0.26,0.21,0.3,0.76,0.74,0.78
0.68,0.65,0.71,0.21,0.16,0.26,0.82,0.8,0.84
0.66,0.62,0.69,0.22,0.16,0.26,0.81,0.79,0.84
0.6,0.57,0.64,0.25,0.2,0.29,0.78,0.75,0.8
0.68,0.65,0.71,0.2,0.14,0.24,0.85,0.83,0.87
0.63,0.59,0.67,0.25,0.2,0.29,0.79,0.76,0.81
0.66,0.63,0.69,0.21,0.16,0.26,0.83,0.82,0.85
0.65,0.61,0.68,0.22,0.17,0.27,0.81,0.78,0.83
0.62,0.59,0.65,0.25,0.2,0.29,0.79,0.77,0.81
0.6,0.57,0.63,0.29,0.24,0.33,0.75,0.73,0.78
0.59,0.55,0.62,0.3,0.25,0.34,0.76,0.73,0.78
0.59,0.55,0.63,0.27,0.22,0.32,0.76,0.73,0.78
0.62,0.59,0.65,0.24,0.19,0.29,0.8,0.77,0.82
0.64,0.61,0.67,0.24,0.18,0.28,0.82,0.8,0.84
0.63,0.6,0.66,0.23,0.18,0.28,0.82,0.8,0.83
0.61,0.57,0.65,0.25,0.2,0.3,0.79,0.76,0.81
0.6,0.57,0.64,0.26,0.21,0.3,0.77,0.74,0.79
0.63,0.59,0.66,0.24,0.19,0.28,0.79,0.77,0.82
0.57,0.54,0.61,0.29,0.24,0.33,0.75,0.73,0.78
0.66,0.63,0.69,0.2,0.15,0.25,0.82,0.8,0.84
0.55,0.52,0.58,0.32,0.27,0.36,0.72,0.7,0.75
0.6,0.57,0.62,0.24,0.19,0.28,0.81,0.79,0.82
0.56,0.51,0.6,0.28,0.22,0.33,0.76,0.72,0.79
0.6,0.55,0.65,0.25,0.19,0.3,0.78,0.74,0.81
0.6,0.57,0.63,0.24,0.19,0.28,0.79,0.77,0.81
0.68,0.63,0.71,0.2,0.15,0.25,0.83,0.81,0.85
0.64,0.61,0.67,0.22,0.17,0.26,0.82,0.8,0.84
0.71,0.68,0.73,0.19,0.13,0.23,0.85,0.83,0.86
0.66,0.61,0.71,0.21,0.15,0.26,0.83,0.79,0.86
0.61,0.57,0.64,0.24,0.2,0.29,0.76,0.73,0.79
0.52,0.48,0.56,0.35,0.31,0.39,0.66,0.63,0.69
0.58,0.54,0.61,0.3,0.25,0.34,0.73,0.69,0.75
0.65,0.62,0.69,0.21,0.15,0.25,0.84,0.82,0.86
0.55,0.51,0.58,0.33,0.28,0.37,0.69,0.66,0.72
0.53,0.5,0.57,0.36,0.32,0.4,0.65,0.62,0.68
0.62,0.58,0.66,0.25,0.2,0.29,0.78,0.75,0.8
0.56,0.53,0.59,0.3,0.25,0.34,0.74,0.72,0.76
0.55,0.52,0.58,0.3,0.26,0.34,0.76,0.73,0.78
0.53,0.5,0.56,0.33,0.29,0.37,0.72,0.7,0.75
0.53,0.51,0.55,0.36,0.32,0.4,0.71,0.7,0.73
0.56,0.52,0.59,0.32,0.28,0.36,0.73,0.71,0.76
0.68,0.64,0.71,0.21,0.16,0.25,0.82,0.8,0.84
0.62,0.59,0.64,0.26,0.21,0.3,0.8,0.78,0.81
0.53,0.5,0.56,0.33,0.29,0.37,0.72,0.7,0.75
0.65,0.61,0.7,0.23,0.18,0.28,0.8,0.76,0.83
0.59,0.55,0.63,0.29,0.24,0.34,0.76,0.74,0.79
0.57,0.54,0.61,0.3,0.25,0.35,0.74,0.71,0.76
0.62,0.57,0.66,0.25,0.2,0.31,0.79,0.76,0.82
0.65,0.61,0.68,0.23,0.18,0.28,0.82,0.8,0.84
0.63,0.59,0.68,0.23,0.17,0.28,0.81,0.78,0.84
0.59,0.55,0.63,0.25,0.19,0.3,0.77,0.74,0.8
0.62,0.56,0.68,0.23,0.17,0.29,0.81,0.77,0.85
0.59,0.54,0.63,0.25,0.19,0.29,0.76,0.73,0.79
0.56,0.51,0.61,0.29,0.24,0.34,0.73,0.69,0.77
0.59,0.53,0.64,0.25,0.19,0.31,0.77,0.73,0.8
0.61,0.57,0.65,0.25,0.19,0.29,0.78,0.76,0.81
0.59,0.54,0.64,0.26,0.21,0.31,0.77,0.73,0.8
0.61,0.56,0.65,0.25,0.19,0.3,0.78,0.75,0.81
0.62,0.57,0.66,0.24,0.19,0.28,0.8,0.77,0.82
0.63,0.59,0.66,0.23,0.18,0.28,0.8,0.77,0.82
0.59,0.56,0.63,0.27,0.22,0.31,0.78,0.75,0.8
0.65,0.61,0.68,0.21,0.16,0.26,0.81,0.78,0.83
0.61,0.57,0.65,0.25,0.2,0.3,0.77,0.73,0.8
0.72,0.68,0.75,0.17,0.11,0.22,0.84,0.82,0.86
0.66,0.62,0.69,0.21,0.15,0.25,0.81,0.79,0.84
0.62,0.6,0.65,0.25,0.2,0.29,0.78,0.76,0.8
0.62,0.59,0.66,0.24,0.19,0.29,0.78,0.76,0.81
0.74,0.71,0.76,0.15,0.1,0.2,0.85,0.82,0.86
0.68,0.64,0.72,0.18,0.12,0.23,0.85,0.82,0.88
0.66,0.63,0.69,0.21,0.16,0.26,0.81,0.79,0.83
0.7,0.66,0.73,0.17,0.11,0.22,0.86,0.84,0.88
0.66,0.63,0.69,0.19,0.13,0.23,0.84,0.82,0.86
0.67,0.63,0.71,0.19,0.13,0.24,0.85,0.83,0.87
0.62,0.59,0.65,0.21,0.16,0.25,0.81,0.79,0.83
0.65,0.61,0.69,0.2,0.14,0.25,0.82,0.79,0.85
0.63,0.58,0.67,0.24,0.18,0.29,0.81,0.77,0.84
0.69,0.64,0.73,0.18,0.12,0.23,0.85,0.83,0.88
0.6,0.55,0.64,0.26,0.21,0.31,0.78,0.75,0.82
0.6,0.57,0.63,0.28,0.23,0.32,0.76,0.73,0.78
0.6,0.55,0.64,0.25,0.19,0.3,0.79,0.76,0.82
0.56,0.52,0.59,0.27,0.22,0.31,0.76,0.74,0.79
0.54,0.5,0.58,0.31,0.27,0.36,0.73,0.7,0.76
0.59,0.56,0.63,0.26,0.21,0.31,0.76,0.74,0.79
0.67,0.63,0.72,0.17,0.12,0.23,0.85,0.82,0.88
0.65,0.61,0.69,0.19,0.14,0.24,0.84,0.82,0.87
0.63,0.6,0.66,0.23,0.18,0.27,0.8,0.78,0.82
0.66,0.63,0.69,0.21,0.15,0.25,0.82,0.8,0.84
0.65,0.61,0.68,0.21,0.16,0.26,0.82,0.8,0.84
0.67,0.64,0.7,0.18,0.13,0.23,0.85,0.83,0.87
0.61,0.58,0.64,0.22,0.18,0.27,0.82,0.8,0.84
0.66,0.63,0.69,0.19,0.14,0.23,0.85,0.83,0.87
0.59,0.57,0.62,0.29,0.25,0.33,0.75,0.74,0.77
0.61,0.57,0.65,0.25,0.2,0.3,0.77,0.74,0.8
0.61,0.58,0.65,0.24,0.19,0.29,0.8,0.78,0.82
0.6,0.57,0.63,0.25,0.2,0.29,0.78,0.76,0.81
0.65,0.61,0.68,0.22,0.17,0.27,0.81,0.79,0.84
0.62,0.58,0.65,0.23,0.18,0.27,0.8,0.78,0.83
0.55,0.51,0.58,0.29,0.25,0.33,0.74,0.71,0.76
0.57,0.54,0.61,0.26,0.22,0.3,0.76,0.73,0.79
0.65,0.61,0.69,0.2,0.15,0.25,0.82,0.79,0.84
0.64,0.6,0.67,0.19,0.14,0.24,0.83,0.81,0.85
0.62,0.59,0.66,0.23,0.18,0.28,0.78,0.75,0.81
0.6,0.56,0.63,0.25,0.2,0.29,0.75,0.72,0.78
0.61,0.58,0.65,0.24,0.19,0.28,0.77,0.75,0.8
0.59,0.55,0.62,0.26,0.21,0.3,0.78,0.75,0.81
0.65,0.61,0.68,0.21,0.16,0.25,0.81,0.79,0.83
0.65,0.61,0.68,0.22,0.16,0.26,0.82,0.79,0.84
0.63,0.6,0.65,0.24,0.2,0.28,0.8,0.78,0.82
0.62,0.59,0.65,0.24,0.19,0.28,0.8,0.77,0.82
0.58,0.55,0.61,0.28,0.24,0.32,0.75,0.72,0.77
0.62,0.59,0.64,0.26,0.21,0.3,0.78,0.76,0.79
0.64,0.6,0.68,0.21,0.16,0.26,0.82,0.79,0.84
0.62,0.58,0.66,0.24,0.18,0.28,0.79,0.76,0.82
0.68,0.64,0.71,0.2,0.15,0.25,0.83,0.8,0.85
0.69,0.66,0.71,0.18,0.12,0.22,0.84,0.82,0.86
0.59,0.56,0.63,0.27,0.22,0.31,0.75,0.72,0.78
0.67,0.63,0.71,0.2,0.14,0.25,0.82,0.8,0.85
0.66,0.63,0.69,0.2,0.15,0.25,0.83,0.81,0.85
0.56,0.53,0.59,0.3,0.25,0.34,0.74,0.72,0.76
0.62,0.59,0.66,0.24,0.19,0.28,0.78,0.75,0.81
0.55,0.5,0.59,0.32,0.27,0.37,0.7,0.66,0.74
0.58,0.55,0.62,0.28,0.24,0.33,0.74,0.71,0.76
0.61,0.57,0.65,0.24,0.19,0.29,0.78,0.75,0.8
0.62,0.58,0.66,0.26,0.2,0.3,0.77,0.74,0.8
0.58,0.54,0.61,0.29,0.24,0.33,0.73,0.71,0.76
0.6,0.56,0.63,0.25,0.2,0.29,0.8,0.77,0.82
0.55,0.53,0.58,0.29,0.24,0.33,0.76,0.74,0.78
0.57,0.53,0.6,0.29,0.24,0.33,0.75,0.73,0.78
0.63,0.59,0.66,0.23,0.18,0.28,0.81,0.78,0.83
0.53,0.49,0.56,0.33,0.28,0.37,0.71,0.68,0.74
0.47,0.43,0.51,0.39,0.34,0.43,0.64,0.6,0.68
0.54,0.5,0.58,0.32,0.27,0.36,0.72,0.69,0.76
0.51,0.48,0.54,0.36,0.32,0.4,0.72,0.69,0.74
0.53,0.48,0.58,0.32,0.27,0.37,0.71,0.67,0.75
0.5,0.46,0.54,0.33,0.28,0.37,0.72,0.68,0.75
0.65,0.6,0.7,0.22,0.16,0.27,0.81,0.78,0.84
0.65,0.62,0.69,0.21,0.17,0.26,0.81,0.78,0.84
0.62,0.59,0.65,0.24,0.19,0.28,0.8,0.77,0.82
0.68,0.65,0.71,0.19,0.14,0.24,0.84,0.82,0.86
0.6,0.56,0.63,0.28,0.23,0.33,0.77,0.73,0.8
0.55,0.51,0.58,0.3,0.25,0.34,0.78,0.75,0.81
0.62,0.56,0.67,0.24,0.19,0.3,0.79,0.75,0.82
0.61,0.56,0.67,0.26,0.2,0.31,0.79,0.74,0.84
0.65,0.58,0.72,0.21,0.14,0.27,0.82,0.76,0.87
0.53,0.48,0.58,0.33,0.28,0.39,0.72,0.68,0.77
0.67,0.63,0.71,0.23,0.17,0.27,0.82,0.79,0.85
0.52,0.46,0.57,0.35,0.29,0.4,0.69,0.64,0.74
0.59,0.52,0.65,0.26,0.19,0.32,0.77,0.71,0.81
0.57,0.53,0.61,0.3,0.25,0.35,0.72,0.69,0.76
0.52,0.46,0.57,0.34,0.28,0.39,0.71,0.66,0.75
0.62,0.57,0.67,0.27,0.21,0.33,0.76,0.72,0.79
0.56,0.51,0.61,0.31,0.25,0.36,0.71,0.67,0.75
0.56,0.48,0.62,0.29,0.22,0.36,0.74,0.68,0.79
